Sample_Name,NODE_ID,family.supergroup,Country,Site,Collection_MY,Collection_Y,Season,Mosq_Species_Name,Mapped_Reads,Total_Reads_in_Lib,Non_rRNA_Reads,RPM,Virus_name_fin_cut,Virus_name_final
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S24,NODE_478_length_4022_cov_3.476070,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,424,6043150,5791022,73.22,Macouria meta-like virus 4 ,Macouria meta-like virus 4  isolate GUY1887
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S25,NODE_600_length_3614_cov_6.572720,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,918,6055727,5676077,161.73,Macouria meta-like virus 4 ,Macouria meta-like virus 4  isolate GUY1901
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-5_S26,NODE_5358_length_1164_cov_3.953254,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,316,5415969,3794622,83.27,Macouria meta-like virus 4 ,Macouria meta-like virus 4  isolate GUY1913
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-1_S14,NODE_537_length_4017_cov_3.576572,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,435,7721289,7380151,58.94,Macouria meta-like virus 4 ,Macouria meta-like virus 4  isolate GUY1925
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-2_S15,NODE_5090_length_1457_cov_3.643786,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,369,8015495,6799814,54.27,Macouria meta-like virus 4 ,Macouria meta-like virus 4  isolate GUY1942
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-3_S16,NODE_2568_length_1817_cov_2.316514,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,134,5817416,4252466,31.51,Macouria meta-like virus 4 ,Macouria meta-like virus 4  isolate GUY1953
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-4_S17,NODE_760_length_2965_cov_3.615145,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,241,6777570,6434682,37.45,Macouria meta-like virus 4 ,Macouria meta-like virus 4  isolate GUY1966
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-5_S18,NODE_39_length_6830_cov_5.779340,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,949,6828585,6514778,145.67,Macouria meta-like virus 4 ,Macouria meta-like virus 4  isolate GUY1980
H577TAFX2Guyane-HamPrefont-July-2019-Coquillettidia-venezuelensis-1_S13,NODE_334_length_1903_cov_2.900000,Metaviridae,Guyane,Macouria,Jul-19,2019,Rainy,Coquillettidia venezuelensis,123,5347529,4921687,24.99,Macouria meta-like virus 5 ,Macouria meta-like virus 5  isolate GUY178
H577TAFX2Guyane-HamPrefont-July-2019-Coquillettidia-venezuelensis-2_S14,NODE_51_length_3912_cov_6.159417,Metaviridae,Guyane,Macouria,Jul-19,2019,Rainy,Coquillettidia venezuelensis,506,6130182,4274466,118.38,Macouria meta-like virus 5 ,Macouria meta-like virus 5  isolate GUY189
H577TAFX2Guyane-Macouria-Sep-2019-Coquillettidia-venezuelensis-1_S1,NODE_935_length_1089_cov_2.024606,Metaviridae,Guyane,Macouria,Sep-19,2019,Dry,Coquillettidia venezuelensis,51,5278440,4598767,11.09,Macouria meta-like virus 5 ,Macouria meta-like virus 5  isolate GUY267
H577TAFX2Guyane-Macouria-Sep-2019-Coquillettidia-venezuelensis-2_S2,NODE_8_length_7187_cov_5.736154,Metaviridae,Guyane,Macouria,Sep-19,2019,Dry,Coquillettidia venezuelensis,2300,5718048,4604571,499.5,Macouria meta-like virus 5 ,Macouria meta-like virus 5  isolate GUY277
H577TAFX2Guyane-Macouria-Sep-2019-Coquillettidia-venezuelensis-3_S3,NODE_875_length_1658_cov_2.823975,Metaviridae,Guyane,Macouria,Sep-19,2019,Dry,Coquillettidia venezuelensis,200,6382355,4385952,45.6,Macouria meta-like virus 5 ,Macouria meta-like virus 5  isolate GUY285
HG3VVBGXF_Guyane-Macouria-Dry-Coquillettidia-venezuelensis-1_S22,NODE_341_length_1591_cov_1.859684,Metaviridae,Guyane,Macouria,Sep-19,2019,Dry,Coquillettidia venezuelensis,156,3878834,3206519,48.65,Macouria meta-like virus 5 ,Macouria meta-like virus 5  isolate GUY533
HNVY2AFX2_Guyane-Macouria-Jan-2020-Rainy-Coquillettidia-venezuelensis-1_S24,NODE_1040_length_1959_cov_3.808590,Metaviridae,Guyane,Macouria,Jan-20,2020,Rainy,Coquillettidia venezuelensis,470,6549761,5802708,81,Macouria meta-like virus 5 ,Macouria meta-like virus 5  isolate GUY1009
HVT7HBGXH_Guyane-Macouria-Jan-2020-Rainy-Coquillettidia-venezuelensis-3_S2,NODE_460_length_2122_cov_1.948755,Metaviridae,Guyane,Macouria,Jan-20,2020,Rainy,Coquillettidia venezuelensis,188,3556212,2554123,73.61,Macouria meta-like virus 5 ,Macouria meta-like virus 5  isolate GUY1827
HVT7HBGXH_Guyane-Macouria-Jan-2020-Rainy-Coquillettidia-venezuelensis-4_S3,NODE_3_length_8226_cov_5.946032,Metaviridae,Guyane,Macouria,Jan-20,2020,Rainy,Coquillettidia venezuelensis,1000,7677163,5771537,173.26,Macouria meta-like virus 5 ,Macouria meta-like virus 5  isolate GUY1837
HVT7HBGXH_Guyane-Macouria-Jan-2020-Rainy-Coquillettidia-venezuelensis-5_S4,NODE_1577_length_2053_cov_6.542424,Metaviridae,Guyane,Macouria,Jan-20,2020,Rainy,Coquillettidia venezuelensis,470,8518920,6933416,67.79,Macouria meta-like virus 5 ,Macouria meta-like virus 5  isolate GUY1851
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-1_S22,NODE_391_length_4562_cov_10.083092,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,844,7283741,6905183,122.23,Macouria meta-like virus 5 ,Macouria meta-like virus 5  isolate GUY1868
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-2_S23,NODE_60_length_6271_cov_3.649080,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,430,5895396,4058735,105.94,Macouria meta-like virus 5 ,Macouria meta-like virus 5  isolate GUY1876
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S24,NODE_108_length_6183_cov_3.999182,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,462,6043150,5791022,79.78,Macouria meta-like virus 5 ,Macouria meta-like virus 5  isolate GUY1888
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S25,NODE_180_length_5117_cov_5.057494,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,500,6055727,5676077,88.09,Macouria meta-like virus 5 ,Macouria meta-like virus 5  isolate GUY1902
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-5_S26,NODE_110_length_5152_cov_4.847608,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,471,5415969,3794622,124.12,Macouria meta-like virus 5 ,Macouria meta-like virus 5  isolate GUY1914
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-1_S14,NODE_180_length_5448_cov_9.468093,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,933,7721289,7380151,126.42,Macouria meta-like virus 5 ,Macouria meta-like virus 5  isolate GUY1926
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-2_S15,NODE_1302_length_2782_cov_7.866371,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,1308,8015495,6799814,192.36,Macouria meta-like virus 5 ,Macouria meta-like virus 5  isolate GUY1943
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-3_S16,NODE_1857_length_2111_cov_2.810108,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,211,5817416,4252466,49.61,Macouria meta-like virus 5 ,Macouria meta-like virus 5  isolate GUY1954
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-4_S17,NODE_27_length_7044_cov_4.333955,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,617,6777570,6434682,95.89,Macouria meta-like virus 5 ,Macouria meta-like virus 5  isolate GUY1967
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-5_S18,NODE_489_length_3534_cov_5.645767,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,363,6828585,6514778,55.72,Macouria meta-like virus 5 ,Macouria meta-like virus 5  isolate GUY1981
H577TAFX2Guyane-HamPrefont-July-2019-Coquillettidia-venezuelensis-2_S14,NODE_2023_length_1248_cov_2.486809,Metaviridae,Guyane,Macouria,Jul-19,2019,Rainy,Coquillettidia venezuelensis,146,6130182,4274466,34.16,Macouria meta-like virus 6 ,Macouria meta-like virus 6  isolate GUY190
HVT7HBGXH_Guyane-Macouria-Jan-2020-Rainy-Coquillettidia-venezuelensis-2_S1,NODE_5726_length_1039_cov_2.404762,Metaviridae,Guyane,Macouria,Jan-20,2020,Rainy,Coquillettidia venezuelensis,83,5555611,4835662,17.16,Macouria meta-like virus 6 ,Macouria meta-like virus 6  isolate GUY1821
HVT7HBGXH_Guyane-Macouria-Jan-2020-Rainy-Coquillettidia-venezuelensis-4_S3,NODE_3767_length_1256_cov_1.976331,Metaviridae,Guyane,Macouria,Jan-20,2020,Rainy,Coquillettidia venezuelensis,79,7677163,5771537,13.69,Macouria meta-like virus 6 ,Macouria meta-like virus 6  isolate GUY1838
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S24,NODE_7643_length_1056_cov_2.956256,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,69,6043150,5791022,11.91,Macouria meta-like virus 6 ,Macouria meta-like virus 6  isolate GUY1889
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-5_S26,NODE_5706_length_1120_cov_2.974212,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,96,5415969,3794622,25.3,Macouria meta-like virus 6 ,Macouria meta-like virus 6  isolate GUY1915
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-2_S15,NODE_4659_length_1531_cov_3.313443,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,664,8015495,6799814,97.65,Macouria meta-like virus 6 ,Macouria meta-like virus 6  isolate GUY1944
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-4_S17,NODE_1889_length_2097_cov_2.405138,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,186,6777570,6434682,28.91,Macouria meta-like virus 6 ,Macouria meta-like virus 6  isolate GUY1968
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-5_S18,NODE_5692_length_1231_cov_2.930052,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,95,6828585,6514778,14.58,Macouria meta-like virus 6 ,Macouria meta-like virus 6  isolate GUY1982
H577TAFX2Guyane-HamPrefont-July-2019-Coquillettidia-venezuelensis-2_S14,NODE_269_length_2489_cov_3.913079,Metaviridae,Guyane,Macouria,Jul-19,2019,Rainy,Coquillettidia venezuelensis,306,6130182,4274466,71.59,Macouria meta-like virus 7 ,Macouria meta-like virus 7  isolate GUY191
H577TAFX2Guyane-Macouria-Sep-2019-Coquillettidia-venezuelensis-2_S2,NODE_2690_length_1366_cov_2.679814,Metaviridae,Guyane,Macouria,Sep-19,2019,Dry,Coquillettidia venezuelensis,145,5718048,4604571,31.49,Macouria meta-like virus 7 ,Macouria meta-like virus 7  isolate GUY278
HG3VVBGXF_Guyane-HamPrefont-Rainy-Coquillettidia-venezuelensis_S20,NODE_561_length_1155_cov_0.899261,Metaviridae,Guyane,Macouria,May-19,2019,Rainy,Coquillettidia venezuelensis,25,4111156,1410947,17.72,Macouria meta-like virus 7 ,Macouria meta-like virus 7  isolate GUY523
HVT7HBGXH_Guyane-Macouria-Jan-2020-Rainy-Coquillettidia-venezuelensis-3_S2,NODE_2679_length_1057_cov_1.614837,Metaviridae,Guyane,Macouria,Jan-20,2020,Rainy,Coquillettidia venezuelensis,91,3556212,2554123,35.63,Macouria meta-like virus 7 ,Macouria meta-like virus 7  isolate GUY1828
HVT7HBGXH_Guyane-Macouria-Jan-2020-Rainy-Coquillettidia-venezuelensis-4_S3,NODE_3405_length_1319_cov_3.484751,Metaviridae,Guyane,Macouria,Jan-20,2020,Rainy,Coquillettidia venezuelensis,242,7677163,5771537,41.93,Macouria meta-like virus 7 ,Macouria meta-like virus 7  isolate GUY1839
HVT7HBGXH_Guyane-Macouria-Jan-2020-Rainy-Coquillettidia-venezuelensis-5_S4,NODE_3432_length_1449_cov_4.864826,Metaviridae,Guyane,Macouria,Jan-20,2020,Rainy,Coquillettidia venezuelensis,194,8518920,6933416,27.98,Macouria meta-like virus 7 ,Macouria meta-like virus 7  isolate GUY1852
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-1_S22,NODE_5239_length_1515_cov_5.655340,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,199,7283741,6905183,28.82,Macouria meta-like virus 7 ,Macouria meta-like virus 7  isolate GUY1869
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-2_S23,NODE_4509_length_1353_cov_2.928906,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,172,5895396,4058735,42.38,Macouria meta-like virus 7 ,Macouria meta-like virus 7  isolate GUY1877
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S24,NODE_7228_length_1100_cov_3.087634,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,174,6043150,5791022,30.05,Macouria meta-like virus 7 ,Macouria meta-like virus 7  isolate GUY1890
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S25,NODE_4784_length_1427_cov_3.344904,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,123,6055727,5676077,21.67,Macouria meta-like virus 7 ,Macouria meta-like virus 7  isolate GUY1903
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-1_S14,NODE_4447_length_1678_cov_4.133333,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,191,7721289,7380151,25.88,Macouria meta-like virus 7 ,Macouria meta-like virus 7  isolate GUY1927
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-2_S15,NODE_626_length_3558_cov_4.349498,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,394,8015495,6799814,57.94,Macouria meta-like virus 7 ,Macouria meta-like virus 7  isolate GUY1945
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-3_S16,NODE_3178_length_1619_cov_2.263907,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,204,5817416,4252466,47.97,Macouria meta-like virus 7 ,Macouria meta-like virus 7  isolate GUY1955
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-5_S18,NODE_4150_length_1468_cov_4.903943,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,351,6828585,6514778,53.88,Macouria meta-like virus 7 ,Macouria meta-like virus 7  isolate GUY1983
H577TAFX2Guyane-HamPrefont-July-2019-Coquillettidia-venezuelensis-2_S14,NODE_2875_length_1094_cov_5.109696,Metaviridae,Guyane,Macouria,Jul-19,2019,Rainy,Coquillettidia venezuelensis,92,6130182,4274466,21.52,Macouria meta-like virus 8 ,Macouria meta-like virus 8  isolate GUY192
H577TAFX2Guyane-Macouria-Sep-2019-Coquillettidia-venezuelensis-2_S2,NODE_777_length_2177_cov_5.033270,Metaviridae,Guyane,Macouria,Sep-19,2019,Dry,Coquillettidia venezuelensis,191,5718048,4604571,41.48,Macouria meta-like virus 8 ,Macouria meta-like virus 8  isolate GUY279
H577TAFX2Guyane-Macouria-Sep-2019-Coquillettidia-venezuelensis-3_S3,NODE_676_length_1829_cov_3.185649,Metaviridae,Guyane,Macouria,Sep-19,2019,Dry,Coquillettidia venezuelensis,100,6382355,4385952,22.8,Macouria meta-like virus 8 ,Macouria meta-like virus 8  isolate GUY286
HG3VVBGXF_Guyane-Macouria-Dry-Coquillettidia-venezuelensis-1_S22,NODE_1068_length_1092_cov_2.604514,Metaviridae,Guyane,Macouria,Sep-19,2019,Dry,Coquillettidia venezuelensis,54,3878834,3206519,16.84,Macouria meta-like virus 8 ,Macouria meta-like virus 8  isolate GUY534
HNVY2AFX2_Guyane-Macouria-Jan-2020-Rainy-Coquillettidia-venezuelensis-1_S24,NODE_1523_length_1694_cov_3.389883,Metaviridae,Guyane,Macouria,Jan-20,2020,Rainy,Coquillettidia venezuelensis,112,6549761,5802708,19.3,Macouria meta-like virus 8 ,Macouria meta-like virus 8  isolate GUY1010
HVT7HBGXH_Guyane-Macouria-Jan-2020-Rainy-Coquillettidia-venezuelensis-2_S1,NODE_5908_length_1021_cov_2.072785,Metaviridae,Guyane,Macouria,Jan-20,2020,Rainy,Coquillettidia venezuelensis,36,5555611,4835662,7.44,Macouria meta-like virus 8 ,Macouria meta-like virus 8  isolate GUY1822
HVT7HBGXH_Guyane-Macouria-Jan-2020-Rainy-Coquillettidia-venezuelensis-5_S4,NODE_5776_length_1102_cov_6.160350,Metaviridae,Guyane,Macouria,Jan-20,2020,Rainy,Coquillettidia venezuelensis,107,8518920,6933416,15.43,Macouria meta-like virus 8 ,Macouria meta-like virus 8  isolate GUY1853
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-1_S22,NODE_4573_length_1640_cov_3.622846,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,104,7283741,6905183,15.06,Macouria meta-like virus 8 ,Macouria meta-like virus 8  isolate GUY1870
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-2_S23,NODE_4668_length_1326_cov_2.674381,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,63,5895396,4058735,15.52,Macouria meta-like virus 8 ,Macouria meta-like virus 8  isolate GUY1878
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S24,NODE_1513_length_2687_cov_4.271614,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,189,6043150,5791022,32.64,Macouria meta-like virus 8 ,Macouria meta-like virus 8  isolate GUY1891
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S25,NODE_2025_length_2274_cov_3.578373,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,147,6055727,5676077,25.9,Macouria meta-like virus 8 ,Macouria meta-like virus 8  isolate GUY1904
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-5_S26,NODE_2568_length_1738_cov_3.266066,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,107,5415969,3794622,28.2,Macouria meta-like virus 8 ,Macouria meta-like virus 8  isolate GUY1916
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-1_S14,NODE_8252_length_1138_cov_2.375587,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,52,7721289,7380151,7.05,Macouria meta-like virus 8 ,Macouria meta-like virus 8  isolate GUY1928
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-2_S15,NODE_5009_length_1471_cov_3.838340,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,98,8015495,6799814,14.41,Macouria meta-like virus 8 ,Macouria meta-like virus 8  isolate GUY1946
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-4_S17,NODE_7353_length_1023_cov_2.948421,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,48,6777570,6434682,7.46,Macouria meta-like virus 8 ,Macouria meta-like virus 8  isolate GUY1969
H577TAFX2Guyane-HamPrefont-July-2019-Coquillettidia-venezuelensis-2_S14,NODE_300_length_2416_cov_14.574477,Metaviridae,Guyane,Macouria,Jul-19,2019,Rainy,Coquillettidia venezuelensis,891,6130182,4274466,208.45,Macouria meta-like virus 9 ,Macouria meta-like virus 9  isolate GUY193
H577TAFX2Guyane-HamPrefont-July-2019-Coquillettidia-venezuelensis-3_S15,NODE_251_length_1204_cov_2.429708,Metaviridae,Guyane,Macouria,Jul-19,2019,Rainy,Coquillettidia venezuelensis,194,4513092,2662777,72.86,Macouria meta-like virus 9 ,Macouria meta-like virus 9  isolate GUY197
H577TAFX2Guyane-Macouria-Sep-2019-Coquillettidia-venezuelensis-2_S2,NODE_2013_length_1545_cov_11.131793,Metaviridae,Guyane,Macouria,Sep-19,2019,Dry,Coquillettidia venezuelensis,1097,5718048,4604571,238.24,Macouria meta-like virus 9 ,Macouria meta-like virus 9  isolate GUY280
H577TAFX2Guyane-Macouria-Sep-2019-Coquillettidia-venezuelensis-3_S3,NODE_41_length_3815_cov_5.561999,Metaviridae,Guyane,Macouria,Sep-19,2019,Dry,Coquillettidia venezuelensis,1073,6382355,4385952,244.65,Macouria meta-like virus 9 ,Macouria meta-like virus 9  isolate GUY287
HG3VVBGXF_Guyane-HamPrefont-Rainy-Coquillettidia-venezuelensis_S20,NODE_739_length_1032_cov_1.793535,Metaviridae,Guyane,Macouria,May-19,2019,Rainy,Coquillettidia venezuelensis,58,4111156,1410947,41.11,Macouria meta-like virus 9 ,Macouria meta-like virus 9  isolate GUY524
HG3VVBGXF_Guyane-Macouria-Dry-Coquillettidia-venezuelensis-1_S22,NODE_9_length_4678_cov_4.731813,Metaviridae,Guyane,Macouria,Sep-19,2019,Dry,Coquillettidia venezuelensis,685,3878834,3206519,213.63,Macouria meta-like virus 9 ,Macouria meta-like virus 9  isolate GUY535
HG3VVBGXF_Guyane-Macouria-Dry-Coquillettidia-venezuelensis-2_S23,NODE_2_length_6604_cov_2.306385,Metaviridae,Guyane,Macouria,Sep-19,2019,Dry,Coquillettidia venezuelensis,428,4764587,1397207,306.33,Macouria meta-like virus 9 ,Macouria meta-like virus 9  isolate GUY542
HNVY2AFX2_Guyane-Macouria-Jan-2020-Rainy-Coquillettidia-venezuelensis-1_S24,NODE_110_length_3648_cov_10.975105,Metaviridae,Guyane,Macouria,Jan-20,2020,Rainy,Coquillettidia venezuelensis,1197,6549761,5802708,206.28,Macouria meta-like virus 9 ,Macouria meta-like virus 9  isolate GUY1011
HVT7HBGXH_Guyane-Macouria-Jan-2020-Rainy-Coquillettidia-venezuelensis-2_S1,NODE_2213_length_1672_cov_13.710444,Metaviridae,Guyane,Macouria,Jan-20,2020,Rainy,Coquillettidia venezuelensis,458,5555611,4835662,94.71,Macouria meta-like virus 9 ,Macouria meta-like virus 9  isolate GUY1823
HVT7HBGXH_Guyane-Macouria-Jan-2020-Rainy-Coquillettidia-venezuelensis-3_S2,NODE_961_length_1608_cov_5.041694,Metaviridae,Guyane,Macouria,Jan-20,2020,Rainy,Coquillettidia venezuelensis,251,3556212,2554123,98.27,Macouria meta-like virus 9 ,Macouria meta-like virus 9  isolate GUY1829
HVT7HBGXH_Guyane-Macouria-Jan-2020-Rainy-Coquillettidia-venezuelensis-4_S3,NODE_2463_length_1545_cov_4.876359,Metaviridae,Guyane,Macouria,Jan-20,2020,Rainy,Coquillettidia venezuelensis,650,7677163,5771537,112.63,Macouria meta-like virus 9 ,Macouria meta-like virus 9  isolate GUY1840
HVT7HBGXH_Guyane-Macouria-Jan-2020-Rainy-Coquillettidia-venezuelensis-5_S4,NODE_1623_length_2032_cov_18.800408,Metaviridae,Guyane,Macouria,Jan-20,2020,Rainy,Coquillettidia venezuelensis,1176,8518920,6933416,169.62,Macouria meta-like virus 9 ,Macouria meta-like virus 9  isolate GUY1854
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-1_S22,NODE_307_length_4860_cov_16.004805,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,1584,7283741,6905183,229.39,Macouria meta-like virus 9 ,Macouria meta-like virus 9  isolate GUY1871
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-2_S23,NODE_1964_length_2105_cov_3.464075,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,888,5895396,4058735,218.78,Macouria meta-like virus 9 ,Macouria meta-like virus 9  isolate GUY1879
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S24,NODE_4544_length_1521_cov_6.497238,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,598,6043150,5791022,103.26,Macouria meta-like virus 9 ,Macouria meta-like virus 9  isolate GUY1892
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S25,NODE_1938_length_2319_cov_7.293856,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,836,6055727,5676077,147.29,Macouria meta-like virus 9 ,Macouria meta-like virus 9  isolate GUY1905
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-5_S26,NODE_182_length_4401_cov_6.973429,Metaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,936,5415969,3794622,246.66,Macouria meta-like virus 9 ,Macouria meta-like virus 9  isolate GUY1917
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-1_S14,NODE_695_length_3716_cov_7.802361,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,1338,7721289,7380151,181.3,Macouria meta-like virus 9 ,Macouria meta-like virus 9  isolate GUY1929
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-2_S15,NODE_2154_length_2260_cov_13.067215,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,1021,8015495,6799814,150.15,Macouria meta-like virus 9 ,Macouria meta-like virus 9  isolate GUY1947
